dataset_id,AutoCorrelation,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,Dimensionality,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa
temp1.csv,0.6006826800607743,0,0.33947884012539187,0.33964376877191405,0,0.33947884012539187,0.33964376877191405,0,0.20964733542319747,0.572100399299956,0.9985755386554581,0,0.33947884012539187,0.33964376877191405,88.77777777777777,2055425812114196.8,0,0.003445336990595571,0.993102203386505,0,0,0,0,0,0,0.522215269086358,1669,0.9956521852360188,0,0,0,0,0,0,0,0,0,0,0.5312972338616793,0,0,0,0,0,0,0,0,0,0,0.47778473091364204,1527,0,0.3745346786833855,0.22401253389457843,35,2,36,3196,0,0,36,0,0.9722222222222222,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33947884012539187,0.33964376877191405,0,0.24532425548589332,0.4974397278028512,0,0.09575431034482773,0.806981138555023,0,0.33947884012539187,0.33964376877191405,0,0.24532425548589332,0.4974397278028512,0,0.09575431034482773,0.806981138555023,0,0,0.14831112852664563,0.6992738044334019
temp2.csv,-0.0011370943368704503,0,0.9206129360225638,0.03997529051730797,0,0.5424254740913858,0.43581018219468937,0,0.3570279423001519,0.6286245135868604,4.696749502805786,0,0.9291835805618083,0.03184216246051319,1166.75,1.0001071409438091,0,0.12058001241165606,0.8745729747940668,0,0,0,0,0,0,0.04188986500964217,782,2.9445601204676346,0,0,0,0,0,0,0,0,0,0,0.0921945498745606,0,0,0,0,0,0,0,0,0,0,0.0280694236125991,524,0,0.36527738788032227,0.6200760450835763,0,26,16,18668,0,0,16,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9291835805618083,0.03184216246051319,0,0.8651171615541782,0.09924824648438946,0,0.7644633394013816,0.2040401559937839,0,0.9276301142825323,0.0333344464993629,0,0.8709018715651948,0.09157526568035068,0,0.8159413999911591,0.14966535716079543,0,0,0.04242587594888614,0.9558686662571378
temp3.csv,0.693427652733119,0,0.4255760368663595,0.21068249258160232,0,0.09603174603174602,0.8219584569732937,0,0.2160522273425498,0.6217266748261624,1.318116246441582,0,0.4255760368663595,0.21068249258160232,156.25,113.41432679732199,0,0.21909882232462885,0.6229900139135949,0,0,0,0,0,0,0.4608,288,2.3219280948873626,0,0,0,0,0,0,0,0,0,0,5.089443923285387,0,0,0,0,0,0,0,0,0,0,0.0784,49,0,0.09603174603174602,0.8219584569732937,0,3,4,625,0,0,4,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4255760368663595,0.21068249258160232,0,0.35035842293906805,0.35014836795252224,0,0.30857654889912944,0.42729970326409494,0,0.4430875576036867,0.17804154302670627,0,0.372836661546339,0.3086053412462907,0,0.30064004096262154,0.4421364985163204,0,0,0.2160522273425498,0.6217266748261624
temp4.csv,0.4786076338358261,0,0.8014020100502512,0.10944575336569784,0,0.30388944723618094,0.6623171423868607,0,0.2657713567839195,0.7046678806129647,3.3219201063825334,0,0.8013969849246231,0.10935091369172156,9.231481481481481,1.6409698945394176e+53,0,0.1203793969849245,0.8662656349685631,0,0,0,0,0,0,0.10030090270812438,200,3.2738749113814585,0,0,0,0,0,0,0,0,0,0,554.6297539534982,0,0,0,0,0,0,0,0,0,0,0.09929789368104312,198,0,0.07571356783919614,0.9158579253297563,0,10,216,1994,0,0,216,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8013969849246231,0.10935091369172156,0,0.6343994974874372,0.29514528489162306,0,0.373605527638191,0.5848682140388,0,0.8023969849246231,0.10813823857302118,0,0.6509422110552764,0.2767044120770408,0,0.42477135678391953,0.5280537994491737,0,0,0.048138190954773896,0.9465061194468632
temp5.csv,0.23541137122250494,0,0.8039045226130653,0.10668625238183871,0,0.2898819095477386,0.677933781111711,0,0.27229648241206017,0.6974299731394635,3.3219201063825334,0,0.8039045226130653,0.10668625238183871,26.236842105263158,1.0080563513630911,0,0.2437562814070351,0.7291870026617855,0,0,0,0,0,0,0.10030090270812438,200,3.159295913984733,0,0,0,0,0,0,0,0,0,0,0.0006681149555261597,0,0,0,0,0,0,0,0,0,0,0.09929789368104312,198,0,0.24019346733668334,0.7330826784009095,0,10,76,1994,0,0,76,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8039045226130653,0.10668625238183871,0,0.632891959798995,0.2968516550654814,0,0.3881633165829145,0.5687759638693584,0,0.8059145728643216,0.10443111737405164,0,0.6444020100502512,0.28391809531474965,0,0.4763844221105529,0.4706028498519237,0,0,0.16900251256281407,0.812214295095894
temp6.csv,0.07710776327405466,0,0.1253931544865864,0.7495663526998042,0,0.05846438482886218,0.8832914772249867,0,0.06711378353376496,0.8659687917300887,0.9994312435385864,0,0.1253931544865864,0.7495663526998042,51.44444444444444,1.0,0,0.09930619796484752,0.8013802107619137,0,0,0,0,0,0,0.5140388768898488,238,3.130299509928316,0,0,0,0,0,0,0,0,0,0,36.271102811494956,0,0,0,0,0,0,0,0,0,0,0.48596112311015116,225,0,0.0561979648473635,0.8874637748901562,0,2,9,463,0,0,9,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1253931544865864,0.7495663526998042,0,0.11248843663274743,0.7746536877573942,0,0.10152636447733576,0.7969885531434542,0,0.11651248843663287,0.7668376387205074,0,0.10161887141535608,0.7963959243630647,0,0.10809435707678094,0.7841089247412105,0,0,0.06706753006475485,0.8660338438850466
temp7.csv,0.2295603197674288,0,0.8029045226130653,0.10786114309348427,0,0.23069849246231156,0.7436727202203,0,0.19961055276381912,0.7782231009452483,3.3219201063825334,0,0.8029045226130653,0.10786114309348427,31.15625,1.0,0,0.18506030150753772,0.7943839309018496,0,0,0,0,0,0,0.10030090270812438,200,3.185240661489334,0,0,0,0,0,0,0,0,0,0,0.7855959185803502,0,0,0,0,0,0,0,0,0,0,0.09929789368104312,198,0,0.06769095477386922,0.9247735157168272,0,10,64,1994,0,0,64,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8029045226130653,0.10786114309348427,0,0.6419321608040202,0.28668028474433405,0,0.4724120603015075,0.47507618788120143,0,0.808927135678392,0.10102002769341367,0,0.697608040201005,0.22469403180324998,0,0.5576733668341708,0.3802430474227011,0,0,0.027085427135678408,0.9699096585535979
temp8.csv,0.816935169731759,0,0.8024095477386934,0.10819782108889664,0,0.30989949748743706,0.6556465199617612,0,0.563678391959799,0.37369594273423556,3.3219201063825334,0,0.8024095477386934,0.10819782108889664,332.3333333333333,22.85344193121557,0,0.35101256281407034,0.6099428523522754,0,0,0,0,0,0,0.10030090270812438,200,2.925046089360786,0,0,0,0,0,0,0,0,0,0,283740.4726773657,0,0,0,0,0,0,0,0,0,0,0.09929789368104312,198,0,0.30337939698492455,0.6628901073782067,0,10,6,1994,0,0,6,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8024095477386934,0.10819782108889664,0,0.6068190954773869,0.325791707266502,0,0.37612311557788947,0.5821179452888863,0,0.7993969849246231,0.11148272017837235,0,0.6148316582914573,0.31697599540449295,0,0.4448316582914573,0.5057359322178836,0,0,0.5481331658291457,0.3909696233999077
temp9.csv,0.3615571043243502,0,0.8044070351758794,0.10615945269182614,0,0.3776432160804021,0.5803843909506147,0,0.4307939698492462,0.5213454949894647,3.3219201063825334,0,0.8044070351758794,0.10615945269182614,42.42553191489362,1.0010035122088534,0,0.32948994974874357,0.6339011526572988,0,0,0,0,0,0,0.10030090270812438,200,3.138290736284362,0,0,0,0,0,0,0,0,0,0,352.4666765725119,0,0,0,0,0,0,0,0,0,0,0.09929789368104312,198,0,0.2722914572864322,0.6974248153446364,0,10,47,1994,0,0,47,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8044070351758794,0.10615945269182614,0,0.6389095477386935,0.2900543283849043,0,0.5370804020100503,0.40313917512807396,0,0.8119422110552763,0.09785051466589623,0,0.720140703517588,0.19977396576341466,0,0.60228391959799,0.3307417723761773,0,0,0.2091281407035176,0.7676358914126235
temp10.csv,0.13286823992039798,0,0.5767950359499656,0.09055900322130073,0,0.5319757707081652,0.20179276097013044,0,0.599980301388752,0.049148125689213895,1.5351273369991818,0,0.5691273515217177,0.0,158.33333333333334,1.0429740533037066,0,0.5388555106864967,0.16279005721393602,0,0,0,0,0,0,0.43087719298245614,614,3.2084602392344785,0,0,0,0,0,0,0,0,0,0,11.078002615874764,0,0,0,0,0,0,0,0,0,0,0.2217543859649123,316,0,0.5319560720969172,0.2138686338570328,3,3,9,1425,0,0,9,0,0.3333333333333333,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5691273515217177,0.0,0,0.5382202304737516,0.15309692341666958,0,0.4855806165665322,0.2663415882614655,0,0.5522801142519452,0.14877847177471704,0,0.5564660691421255,0.09130567639939846,0,0.5304934502117601,0.14121452816621838,0,0,0.5656554712892741,0.12284855228580227
